Amp,Realness,Subject,Emotion,Gender,Eye
0.745387626657458,1,1,1,0,41679
0.516173262649056,1,2,1,0,41679
0.699137193884583,1,3,1,0,41679
0.268400466008241,1,4,1,0,41679
0.412160048310663,1,5,1,0,41679
0.655626948334883,1,6,1,0,41679
0.504878490586356,1,7,1,0,41679
0.423464214354117,1,8,1,0,41679
0.486517870697,1,9,1,0,41679
0.461723238353651,1,10,1,0,41679
0.587046206117021,1,1,1,1,36528
0.482555797033396,1,2,1,1,36528
0.718898998752786,1,3,1,1,36528
0.257050842315946,1,4,1,1,36528
0.523547902671608,1,5,1,1,36528
0.546073147561338,1,6,1,1,36528
0.59657506397614,1,7,1,1,36528
0.307981685403671,1,8,1,1,36528
0.534641181680536,1,9,1,1,36528
0.517345312934132,1,10,1,1,36528
0.670066944228859,1,1,2,0,49939
0.661720078370444,1,2,2,0,49939
0.754003945191335,1,3,2,0,49939
0.359721901946513,1,4,2,0,49939
0.48652773478977,1,5,2,0,49939
0.693857250104865,1,6,2,0,49939
0.573080485174499,1,7,2,0,49939
0.470443422865321,1,8,2,0,49939
0.497198687060355,1,9,2,0,49939
0.659526603600387,1,10,2,0,49939
0.589025507368278,1,1,2,1,40475
0.653130114857488,1,2,2,1,40475
0.818031354396881,1,3,2,1,40475
0.336926364551007,1,4,2,1,40475
0.419482191647181,1,5,2,1,40475
0.656673116866545,1,6,2,1,40475
0.550043748932021,1,7,2,1,40475
0.5289301656873,1,8,2,1,40475
0.573640127057952,1,9,2,1,40475
0.80121832143835,1,10,2,1,40475
0.610022509869176,1,1,3,0,61749
0.534408387114042,1,2,3,0,61749
0.778335513144165,1,3,3,0,61749
0.242423518647077,1,4,3,0,61749
0.311558326419186,1,5,3,0,61749
0.640082463422909,1,6,3,0,61749
0.456113502990214,1,7,3,0,61749
0.440781518329401,1,8,3,0,61749
0.364230393398303,1,9,3,0,61749
0.733636828924647,1,10,3,0,61749
0.627857525041769,1,1,3,1,50872
0.471646113439601,1,2,3,1,50872
0.729400199467867,1,3,3,1,50872
0.103953247142398,1,4,3,1,50872
0.523277747360997,1,5,3,1,50872
0.669059671670652,1,6,3,1,50872
0.535054309347789,1,7,3,1,50872
0.532003213100416,1,8,3,1,50872
0.399813251819941,1,9,3,1,50872
0.508144463685887,1,10,3,1,50872
0.611941832604006,2,1,1,0,12771
0.472588058669763,2,2,1,0,12771
0.615041531364869,2,3,1,0,12771
0.225156391274592,2,4,1,0,12771
0.52863247894951,2,5,1,0,12771
0.646370220066436,2,6,1,0,12771
0.583439749938447,2,7,1,0,12771
0.57962323236086,2,8,1,0,12771
0.631430359098774,2,9,1,0,12771
0.531725666445471,2,10,1,0,12771
0.617962872844302,2,1,1,1,14628
0.543792589771232,2,2,1,1,14628
0.58437845939076,2,3,1,1,14628
0.108407565410753,2,4,1,1,14628
0.443850610214458,2,5,1,1,14628
0.598850586053459,2,6,1,1,14628
0.610126672513891,2,7,1,1,14628
0.604178361733773,2,8,1,1,14628
0.584573662285183,2,9,1,1,14628
0.481414104923141,2,10,1,1,14628
0.372894991224527,2,1,2,0,27180
0.487484077114707,2,2,2,0,27180
0.825913250777489,2,3,2,0,27180
0.0504696002478448,2,4,2,0,27180
0.468363215947596,2,5,2,0,27180
0.619304898778564,2,6,2,0,27180
0.573545271143523,2,7,2,0,27180
0.463257960358032,2,8,2,0,27180
0.473634815136702,2,9,2,0,27180
0.621216657105151,2,10,2,0,27180
0.384747029420983,2,1,2,1,27944
0.341581616923967,2,2,2,1,27944
0.867645985225827,2,3,2,1,27944
0.190554629626475,2,4,2,1,27944
0.535142578755649,2,5,2,1,27944
0.613619171403743,2,6,2,1,27944
0.494599495996948,2,7,2,1,27944
0.416437861427396,2,8,2,1,27944
0.280704212537482,2,9,2,1,27944
0.585581381708141,2,10,2,1,27944
0.493843577085104,2,1,3,0,34586
0.430988322763971,2,2,3,0,34586
0.716628094003427,2,3,3,0,34586
0.264544360831973,2,4,3,0,34586
0.501120957735376,2,5,3,0,34586
0.853933690176725,2,6,3,0,34586
0.601526897726386,2,7,3,0,34586
0.450848066295593,2,8,3,0,34586
0.417591246461664,2,9,3,0,34586
0.803597645312661,2,10,3,0,34586
0.3482329150852,2,1,3,1,32272
0.500460035962433,2,2,3,1,32272
0.725090753495277,2,3,3,1,32272
0.198887218688855,2,4,3,1,32272
