Amp,Realness,Subject,Emotion,Gender,Eye
1.92540382515845,4,8,1,0,12349
1.26303881407812,4,9,1,0,12349
0.952984484582621,4,10,1,0,12349
3.30499805006315,4,1,1,1,8266
0.529276830275939,4,2,1,1,8266
1.21125502002558,4,3,1,1,8266
1.08069742014289,4,4,1,1,8266
1.53477818217232,4,5,1,1,8266
2.74157524579991,4,6,1,1,8266
2.65428375088926,4,7,1,1,8266
1.35848760666415,4,8,1,1,8266
1.88035492791484,4,9,1,1,8266
0.82655367846037,4,10,1,1,8266
2.93405679868604,4,1,2,0,14718
0.506871031947544,4,2,2,0,14718
0.393803821320877,4,3,2,0,14718
1.10259808223973,4,4,2,0,14718
1.26051907749854,4,5,2,0,14718
2.6847151393799,4,6,2,0,14718
2.62366996577855,4,7,2,0,14718
1.94195653745427,4,8,2,0,14718
1.30495000659191,4,9,2,0,14718
1.2953221708646,4,10,2,0,14718
2.78329895729313,4,1,2,1,7974
0.356363358352367,4,2,2,1,7974
2.00862613767967,4,3,2,1,7974
1.65101584423296,4,4,2,1,7974
0.804270407991074,4,5,2,1,7974
2.12137474488304,4,6,2,1,7974
2.90226345436409,4,7,2,1,7974
2.02556775156154,4,8,2,1,7974
1.7006857152101,4,9,2,1,7974
0.532558392919966,4,10,2,1,7974
2.53037190161261,4,1,3,0,14052
0.250871568789411,4,2,3,0,14052
0.248896689591733,4,3,3,0,14052
0.693237314148814,4,4,3,0,14052
1.14117729357814,4,5,3,0,14052
2.32672676227666,4,6,3,0,14052
2.4896411993021,4,7,3,0,14052
1.78508327727624,4,8,3,0,14052
1.21237913155856,4,9,3,0,14052
1.34555478184444,4,10,3,0,14052
2.77269183832028,4,1,3,1,10712
0.605630341229733,4,2,3,1,10712
1.19149538439969,4,3,3,1,10712
1.294518237066,4,4,3,1,10712
1.14166424967149,4,5,3,1,10712
1.88779523851246,4,6,3,1,10712
2.53116803403456,4,7,3,1,10712
1.89691362629314,4,8,3,1,10712
1.36779363581385,4,9,3,1,10712
0.675593885754541,4,10,3,1,10712
2.11914183066747,5,1,1,0,4943
0.46263068587142,5,2,1,0,4943
0.641116697644152,5,3,1,0,4943
1.00966778858868,5,4,1,0,4943
1.79255375200209,5,5,1,0,4943
3.05785728601406,5,6,1,0,4943
2.32630896707747,5,7,1,0,4943
1.54314235133739,5,8,1,0,4943
1.32450471897214,5,9,1,0,4943
0.491567405989105,5,10,1,0,4943
2.33088545880674,5,1,1,1,4534
0.197297385449231,5,2,1,1,4534
2.14189876927859,5,3,1,1,4534
0.664283307677001,5,4,1,1,4534
0.894049296206072,5,5,1,1,4534
2.75295240192499,5,6,1,1,4534
2.00753561335266,5,7,1,1,4534
1.07821432753925,5,8,1,1,4534
0.657504641526603,5,9,1,1,4534
1.76163493478237,5,10,1,1,4534
2.7085943806675,5,1,2,0,5331
0.435254376398258,5,2,2,0,5331
1.25248931082858,5,3,2,0,5331
0.936612171645812,5,4,2,0,5331
1.46623390113701,5,5,2,0,5331
2.0995328728734,5,6,2,0,5331
2.46410024939275,5,7,2,0,5331
1.72746039754741,5,8,2,0,5331
1.337146983154,5,9,2,0,5331
0.809947784326484,5,10,2,0,5331
2.37115512553072,5,1,2,1,4904
0.35184964738647,5,2,2,1,4904
1.07859184511538,5,3,2,1,4904
1.59416750271445,5,4,2,1,4904
1.14080629496778,5,5,2,1,4904
2.5726439566928,5,6,2,1,4904
2.30954197566957,5,7,2,1,4904
1.63524041372303,5,8,2,1,4904
0.72864616321292,5,9,2,1,4904
0.83133980637176,5,10,2,1,4904
2.47842597875832,5,1,3,0,5183
0.557529299383614,5,2,3,0,5183
1.14772940571017,5,3,3,0,5183
0.796441864639054,5,4,3,0,5183
1.15554735147939,5,5,3,0,5183
2.09998325724252,5,6,3,0,5183
1.99258398496447,5,7,3,0,5183
1.81887042899491,5,8,3,0,5183
1.15519102497153,5,9,3,0,5183
0.807906513131422,5,10,3,0,5183
2.07281337149206,5,1,3,1,4554
0.115435342219549,5,2,3,1,4554
0.347876014845702,5,3,3,1,4554
0.984770023134878,5,4,3,1,4554
0.453073553071144,5,5,3,1,4554
1.9325892998175,5,6,3,1,4554
2.28169929078731,5,7,3,1,4554
1.90681426027143,5,8,3,1,4554
1.43430762130714,5,9,3,1,4554
1.26747807850115,5,10,3,1,4554
3.93268390159333,6,1,1,0,5707
0.439480563507155,6,2,1,0,5707
1.32470836542689,6,3,1,0,5707
1.91135105473716,6,4,1,0,5707
1.70374768742997,6,5,1,0,5707
2.85890344767291,6,6,1,0,5707
2.43537429209977,6,7,1,0,5707
1.74595565175374,6,8,1,0,5707
1.86035962188253,6,9,1,0,5707
1.11140060195137,6,10,1,0,5707
2.366278066243,6,1,1,1,5636
0.650291720479634,6,2,1,1,5636
1.71880718065788,6,3,1,1,5636
1.32317606458843,6,4,1,1,5636
1.69110465773147,6,5,1,1,5636
3.72765957623653,6,6,1,1,5636
2.2926308008401,6,7,1,1,5636
1.67235661772208,6,8,1,1,5636
0.462333191544937,6,9,1,1,5636
1.47563281982135,6,10,1,1,5636
1.84128844724125,6,1,2,0,4492
0.180091371274591,6,2,2,0,4492
1.21699381404748,6,3,2,0,4492
1.23052286280289,6,4,2,0,4492
1.15344229608868,6,5,2,0,4492
2.03843565811994,6,6,2,0,4492
1.76920374013094,6,7,2,0,4492
1.31244797934575,6,8,2,0,4492
1.29827917167619,6,9,2,0,4492
0.595512663787475,6,10,2,0,4492
2.48407707465976,6,1,2,1,4387
0.625272173017648,6,2,2,1,4387
1.93256388851719,6,3,2,1,4387
1.47302606098856,6,4,2,1,4387
0.979384289337553,6,5,2,1,4387
2.37853791626342,6,6,2,1,4387
2.34690941973163,6,7,2,1,4387
1.47939587592278,6,8,2,1,4387
1.00122504497889,6,9,2,1,4387
1.07865950705778,6,10,2,1,4387
1.85873623927843,6,1,3,0,5721
0.345091629493031,6,2,3,0,5721
0.944051529661231,6,3,3,0,5721
1.30422653919692,6,4,3,0,5721
1.33687542950285,6,5,3,0,5721
2.40979284339638,6,6,3,0,5721
2.24960783359833,6,7,3,0,5721
1.78823909230052,6,8,3,0,5721
1.38186437845943,6,9,3,0,5721
0.750991339185612,6,10,3,0,5721
2.69998527907295,6,1,3,1,4112
0.25924590638745,6,2,3,1,4112
1.11488996579321,6,3,3,1,4112
1.57992642485807,6,4,3,1,4112
1.03999161762801,6,5,3,1,4112
2.08547273152288,6,6,3,1,4112
2.33093722027087,6,7,3,1,4112
1.64901801139525,6,8,3,1,4112
1.0500891687928,6,9,3,1,4112
1.61440630700652,6,10,3,1,4112
